"","lake_date_time","nvehiclesFishing","nWIfishing","notes","heavyWind","heavyRain","heavyClouds","lakeID","date","time"
"542","TO_2018-07-22_19:00",0,0,NA,0,0,0,"TO","2018-07-22","19:00"
"543","TO_2018-07-22_20:00",0,0,NA,0,0,0,"TO","2018-07-22","20:00"
"544","TO_2018-07-22_21:00",0,0,NA,0,0,0,"TO","2018-07-22","21:00"
"545","TO_2018-07-22_21:30",0,0,"Departure count, shock boat here (not counted)",0,0,0,"TO","2018-07-22","21:30"
"546","TO_2018-07-27_05:31",0,0,"Arrival count",0,0,0,"TO","2018-07-27","05:31"
"547","TO_2018-07-27_06:00",0,0,NA,0,0,0,"TO","2018-07-27","06:00"
"548","TO_2018-07-27_07:00",0,0,"Overcast, but not too heavy",0,0,0,"TO","2018-07-27","07:00"
"549","TO_2018-07-27_08:00",0,0,NA,0,0,0,"TO","2018-07-27","08:00"
"550","TO_2018-07-27_09:00",0,0,NA,0,0,0,"TO","2018-07-27","09:00"
"551","TO_2018-07-27_10:00",0,0,NA,0,0,0,"TO","2018-07-27","10:00"
"552","TO_2018-07-27_11:00",0,0,NA,0,0,0,"TO","2018-07-27","11:00"
"553","TO_2018-07-27_12:00",0,0,NA,0,0,0,"TO","2018-07-27","12:00"
"554","TO_2018-07-27_13:00",0,0,"1 WI trailer may have been here at count time",0,0,0,"TO","2018-07-27","13:00"
"555","TO_2018-07-27_13:30",0,0,"Departure count. Cool, rather windy day",0,0,0,"TO","2018-07-27","13:30"
"556","WC_2018-06-02_05:26",1,1,"Arrival count.",0,0,0,"WC","2018-06-02","05:26"
"557","WC_2018-06-02_06:00",2,2,NA,0,0,0,"WC","2018-06-02","06:00"
"558","WC_2018-06-02_07:00",3,3,NA,0,0,0,"WC","2018-06-02","07:00"
"559","WC_2018-06-02_08:00",5,5,NA,0,0,0,"WC","2018-06-02","08:00"
"560","WC_2018-06-02_09:00",5,5,"1 truck not fishing.",0,0,0,"WC","2018-06-02","09:00"
"561","WC_2018-06-02_10:00",5,5,"1 truck not fishing.",0,0,0,"WC","2018-06-02","10:00"
"562","WC_2018-06-02_11:00",6,6,NA,0,0,0,"WC","2018-06-02","11:00"
"563","WC_2018-06-02_12:00",5,5,NA,0,0,0,"WC","2018-06-02","12:00"
"564","WC_2018-06-02_13:00",5,5,"1 vehicle in process of leaving.",0,0,0,"WC","2018-06-02","13:00"
"565","WC_2018-06-02_13:30",4,4,"Depart count.",0,0,0,"WC","2018-06-02","13:30"
"566","WC_2018-06-11_13:51",5,4,"Arrival count. Note for day: Cloudy with some sunny. Alternating between cool and hot, muggy. Storms in forecast",0,0,0,"WC","2018-06-11","13:51"
"567","WC_2018-06-11_14:00",5,4,NA,0,0,0,"WC","2018-06-11","14:00"
"568","WC_2018-06-11_15:00",3,2,NA,0,0,0,"WC","2018-06-11","15:00"
"569","WC_2018-06-11_16:00",5,4,NA,0,0,0,"WC","2018-06-11","16:00"
"570","WC_2018-06-11_17:00",3,3,NA,0,0,0,"WC","2018-06-11","17:00"
"571","WC_2018-06-11_18:00",3,2,NA,0,0,0,"WC","2018-06-11","18:00"
"572","WC_2018-06-11_19:00",8,6,NA,0,0,0,"WC","2018-06-11","19:00"
"573","WC_2018-06-11_20:00",7,5,NA,0,0,0,"WC","2018-06-11","20:00"
"574","WC_2018-06-11_21:00",4,2,NA,0,0,0,"WC","2018-06-11","21:00"
"575","WC_2018-06-11_21:30",2,2,NA,0,0,0,"WC","2018-06-11","21:30"
"576","WC_2018-07-16_13:24",0,0,"Arrival count. Very windy--borderline heavy, would make fishing difficult.",1,0,0,"WC","2018-07-16","13:24"
"577","WC_2018-07-16_14:00",1,1,"Fairly strong sustained gusts",1,0,0,"WC","2018-07-16","14:00"
"578","WC_2018-07-16_15:00",1,1,"Strong sustained gusts",1,0,0,"WC","2018-07-16","15:00"
"579","WC_2018-07-16_16:00",2,2,NA,1,0,0,"WC","2018-07-16","16:00"
"580","WC_2018-07-16_17:00",1,1,"Still some strong gusts, but not as sustained as before",0,0,0,"WC","2018-07-16","17:00"
"581","WC_2018-07-16_18:00",1,1,"Still soe strong gusts",0,0,0,"WC","2018-07-16","18:00"
"582","WC_2018-07-16_19:00",2,2,"Still quite breezy",0,0,0,"WC","2018-07-16","19:00"
"583","WC_2018-07-16_20:00",1,1,"Still breezy, occasional stronger gusts",0,0,0,"WC","2018-07-16","20:00"
"584","WC_2018-07-16_21:00",1,1,NA,0,0,0,"WC","2018-07-16","21:00"
"585","WC_2018-07-16_21:30",0,0,"Depart count",0,0,0,"WC","2018-07-16","21:30"
"586","WC_2018-08-04_13:20",1,1,"Arrival count",0,0,0,"WC","2018-08-04","13:20"
"587","WC_2018-08-04_14:00",1,1,"Cloudy, but not heavy.",0,0,0,"WC","2018-08-04","14:00"
"588","WC_2018-08-04_15:00",1,1,"Thunder in distance, light rain starting.",0,0,1,"WC","2018-08-04","15:00"
"589","WC_2018-08-04_16:00",1,1,"Still cloudy, but no more rain or thunder.",0,0,0,"WC","2018-08-04","16:00"
"590","WC_2018-08-04_17:00",1,1,"Moderate rain.",0,0,1,"WC","2018-08-04","17:00"
"591","WC_2018-08-04_18:00",1,1,"No more rain, still cloudy",0,0,0,"WC","2018-08-04","18:00"
"592","WC_2018-08-04_19:00",1,1,"Still cloudy, intermittant rain",0,0,0,"WC","2018-08-04","19:00"
"593","WC_2018-08-04_20:00",0,0,"Cloudy, no rain",0,0,0,"WC","2018-08-04","20:00"
"594","WC_2018-08-04_21:00",1,1,"Cloudy",0,0,0,"WC","2018-08-04","21:00"
"595","WC_2018-08-04_21:30",1,1,"Depart count.",0,0,0,"WC","2018-08-04","21:30"
"596","WS_2018-05-25_05:53",0,0,"Arrival count.  1 vehicle in adjacent campground, site occupied with tents, canoe.",0,0,0,"WS","2018-05-25","05:53"
"597","WS_2018-05-25_06:00",0,0,NA,0,0,0,"WS","2018-05-25","06:00"
"598","WS_2018-05-25_07:00",0,0,NA,0,0,0,"WS","2018-05-25","07:00"
"599","WS_2018-05-25_08:00",0,0,NA,0,0,0,"WS","2018-05-25","08:00"
"600","WS_2018-05-25_09:00",0,0,"Light rain, cloudy.",0,0,0,"WS","2018-05-25","09:00"
"601","WS_2018-05-25_10:00",0,0,NA,0,0,0,"WS","2018-05-25","10:00"
"602","WS_2018-05-25_11:00",0,0,NA,0,0,0,"WS","2018-05-25","11:00"
"603","WS_2018-05-25_12:00",0,0,NA,0,0,0,"WS","2018-05-25","12:00"
"604","WS_2018-05-25_13:00",1,1,NA,0,0,0,"WS","2018-05-25","13:00"
"605","WS_2018-05-25_13:30",1,1,"Depart count.",0,0,0,"WS","2018-05-25","13:30"
"606","WS_2018-06-08_05:49",0,0,"Arrival count",0,0,0,"WS","2018-06-08","05:49"
"607","WS_2018-06-08_06:00",0,0,NA,0,0,0,"WS","2018-06-08","06:00"
"608","WS_2018-06-08_07:00",0,0,NA,0,0,0,"WS","2018-06-08","07:00"
"609","WS_2018-06-08_08:00",0,0,NA,0,0,0,"WS","2018-06-08","08:00"
"610","WS_2018-06-08_09:00",0,0,NA,0,0,0,"WS","2018-06-08","09:00"
"611","WS_2018-06-08_10:00",0,0,NA,0,0,0,"WS","2018-06-08","10:00"
"612","WS_2018-06-08_11:00",0,0,NA,0,0,0,"WS","2018-06-08","11:00"
"613","WS_2018-06-08_12:00",0,0,NA,0,0,0,"WS","2018-06-08","12:00"
"614","WS_2018-06-08_13:00",0,0,NA,0,0,0,"WS","2018-06-08","13:00"
"615","WS_2018-06-08_13:30",0,0,"Depart count.",0,0,0,"WS","2018-06-08","13:30"
"616","WS_2018-06-20_14:37",1,1,"Arrival count, delayed due to mechanical issues with truck. 1 additional WI vehicle",0,0,0,"WS","2018-06-20","14:37"
"617","WS_2018-06-20_15:00",1,1,"1 additional WI vehicle",0,0,0,"WS","2018-06-20","15:00"
"618","WS_2018-06-20_16:00",1,1,NA,0,0,0,"WS","2018-06-20","16:00"
"619","WS_2018-06-20_17:00",1,1,NA,0,0,0,"WS","2018-06-20","17:00"
"620","WS_2018-06-20_18:00",2,2,"2 additional WI vehicles. All campers but one",0,0,0,"WS","2018-06-20","18:00"
"621","WS_2018-06-20_19:00",3,3,"1 additional WI vehicle",0,0,0,"WS","2018-06-20","19:00"
"622","WS_2018-06-20_20:00",3,3,"1 additional WI vehicle",0,0,0,"WS","2018-06-20","20:00"
"623","WS_2018-06-20_21:00",3,3,"1 additional WI vehicle",0,0,0,"WS","2018-06-20","21:00"
"624","WS_2018-06-20_21:30",3,3,"Departure count",0,0,0,"WS","2018-06-20","21:30"
"625","WS_2018-06-24_13:34",0,0,"Arrival count. 1 campsite next to ramp occupied",0,0,0,"WS","2018-06-24","13:34"
"626","WS_2018-06-24_14:00",0,0,NA,0,0,0,"WS","2018-06-24","14:00"
"627","WS_2018-06-24_15:00",0,0,NA,0,0,0,"WS","2018-06-24","15:00"
"628","WS_2018-06-24_16:00",0,0,"1 WI vehicle fisihg between 15 and 16h counts, no trailer",0,0,0,"WS","2018-06-24","16:00"
"629","WS_2018-06-24_17:00",0,0,NA,0,0,0,"WS","2018-06-24","17:00"
"630","WS_2018-06-24_18:00",0,0,NA,0,0,0,"WS","2018-06-24","18:00"
"631","WS_2018-06-24_19:00",1,1,NA,0,0,0,"WS","2018-06-24","19:00"
"632","WS_2018-06-24_20:00",1,1,NA,0,0,0,"WS","2018-06-24","20:00"
"633","WS_2018-06-24_21:00",1,1,NA,0,0,0,"WS","2018-06-24","21:00"
"634","WS_2018-06-24_21:30",1,1,"Departure count",0,0,0,"WS","2018-06-24","21:30"
"635","AQ_2019-06-17_14:08",3,3,"Arrival count; 1 DNR vehicle",0,0,0,"AQ","2019-06-17","14:08"
"636","AQ_2019-06-17_15:00",2,2,NA,0,0,0,"AQ","2019-06-17","15:00"
"637","AQ_2019-06-17_16:00",4,3,NA,0,0,0,"AQ","2019-06-17","16:00"
"638","AQ_2019-06-17_17:02",5,4,NA,0,0,0,"AQ","2019-06-17","17:02"
"639","AQ_2019-06-17_18:00",3,2,NA,0,0,0,"AQ","2019-06-17","18:00"
"640","AQ_2019-06-17_19:00",3,2,NA,0,0,0,"AQ","2019-06-17","19:00"
"641","AQ_2019-06-17_20:00",3,2,"Light rain",0,0,0,"AQ","2019-06-17","20:00"
"642","AQ_2019-06-17_21:00",2,2,"Light rain",0,0,0,"AQ","2019-06-17","21:00"
"643","AQ_2019-06-17_21:30",0,0,"Departure count; Light rain",0,0,0,"AQ","2019-06-17","21:30"
"644","AQ_2019-06-25_13:42",6,3,"Arrival: Delayed- truck out of fuel. White Caps",1,0,0,"AQ","2019-06-25","13:42"
"645","AQ_2019-06-25_14:00",7,4,"one additional truck without trailer or rack",1,0,0,"AQ","2019-06-25","14:00"
"646","AQ_2019-06-25_15:09",6,4,"late to count due to interview",1,0,0,"AQ","2019-06-25","15:09"
"647","AQ_2019-06-25_16:29",3,2,"large clouds forming",1,0,0,"AQ","2019-06-25","16:29"
"648","AQ_2019-06-25_17:00",3,2,"out of state vehicle being interviewed",1,0,0,"AQ","2019-06-25","17:00"
"649","AQ_2019-06-25_18:00",3,3,NA,1,0,0,"AQ","2019-06-25","18:00"
"650","AQ_2019-06-25_19:00",2,2,"Thunderstorm in progress",1,1,1,"AQ","2019-06-25","19:00"
"651","AQ_2019-06-25_20:00",2,2,"Storm passed",0,0,0,"AQ","2019-06-25","20:00"
"652","AQ_2019-06-25_21:00",2,2,NA,0,0,0,"AQ","2019-06-25","21:00"
"653","AQ_2019-06-25_21:30",2,2,NA,0,0,0,"AQ","2019-06-25","21:30"
"654","AQ_2019-07-07_05:20",3,2,"Plus 1 WI pick-up",0,0,0,"AQ","2019-07-07","05:20"
"655","AQ_2019-07-07_06:00",3,2,"Plus 1 WI pick-up",0,0,0,"AQ","2019-07-07","06:00"
"656","AQ_2019-07-07_07:00",5,4,"Plus 1 WI pick-up",0,0,0,"AQ","2019-07-07","07:00"
"657","AQ_2019-07-07_08:00",7,6,"Plus 1 WI pick-up",0,0,0,"AQ","2019-07-07","08:00"
"658","AQ_2019-07-07_09:00",7,7,"Plus 1 WI pick-up",0,0,0,"AQ","2019-07-07","09:00"
"659","AQ_2019-07-07_10:00",8,7,"Plus 1 WI pick-up",0,0,0,"AQ","2019-07-07","10:00"
"660","AQ_2019-07-07_11:00",5,5,"Plus 1 WI pick-up",0,0,0,"AQ","2019-07-07","11:00"
"661","AQ_2019-07-07_12:00",4,4,"Plus 1 WI pick-up",0,0,0,"AQ","2019-07-07","12:00"
"662","AQ_2019-07-07_13:00",3,3,"Plus 1 WI pick-up",0,0,0,"AQ","2019-07-07","13:00"
"663","AQ_2019-07-07_13:28",2,2,"Plus 1 WI pick-up",0,0,0,"AQ","2019-07-07","13:28"
"664","AQ_2019-07-08_05:18",0,0,"arrival",0,0,0,"AQ","2019-07-08","05:18"
"665","AQ_2019-07-08_06:00",1,1,"parked like an asshole",0,0,0,"AQ","2019-07-08","06:00"
"666","AQ_2019-07-08_07:00",1,1,NA,0,0,0,"AQ","2019-07-08","07:00"
"667","AQ_2019-07-08_08:00",1,1,NA,0,0,0,"AQ","2019-07-08","08:00"
"668","AQ_2019-07-08_09:00",2,2,NA,0,0,0,"AQ","2019-07-08","09:00"
"669","AQ_2019-07-08_10:00",4,4,NA,0,0,0,"AQ","2019-07-08","10:00"
"670","AQ_2019-07-08_11:00",6,5,"minnestota: 1 non angler",0,0,0,"AQ","2019-07-08","11:00"
"671","AQ_2019-07-08_12:00",4,3,"1 non angler",0,0,0,"AQ","2019-07-08","12:00"
"672","AQ_2019-07-08_13:00",5,4,"1 non angler",0,0,0,"AQ","2019-07-08","13:00"
"673","AQ_2019-07-08_13:56",4,4,"departure",0,0,0,"AQ","2019-07-08","13:56"
"674","BOT_2019-05-30_13:20",3,3,"Arrival count: sunny and warm",0,0,0,"BOT","2019-05-30","13:20"
"675","BOT_2019-05-30_14:00",3,3,NA,0,0,0,"BOT","2019-05-30","14:00"
"676","BOT_2019-05-30_15:00",2,2,"wind picking up",0,0,0,"BOT","2019-05-30","15:00"
"677","BOT_2019-05-30_16:00",0,0,"slight wind",0,0,0,"BOT","2019-05-30","16:00"
"678","BOT_2019-05-30_17:00",1,1,NA,0,0,0,"BOT","2019-05-30","17:00"
"679","BOT_2019-05-30_20:00",3,3,"1 utility truck",0,0,0,"BOT","2019-05-30","20:00"
"680","BOT_2019-05-30_21:00",1,1,"1 utility truck",0,0,0,"BOT","2019-05-30","21:00"
"681","BOT_2019-05-30_21:30",0,0,"Departure count",0,0,0,"BOT","2019-05-30","21:30"
"682","BOT_2019-06-15_13:15",1,0,"Arrival count",0,0,0,"BOT","2019-06-15","13:15"
"683","BOT_2019-06-15_14:00",2,1,"somewhat breezy: chillier in shade",0,0,0,"BOT","2019-06-15","14:00"
"684","BOT_2019-06-15_15:00",1,0,"truck being interviewed: soon to leave. Breeze picking up",0,0,0,"BOT","2019-06-15","15:00"
"685","BOT_2019-06-15_16:00",2,2,"Breeze/gusts can be strong. Marked sustained winds.",0,0,0,"BOT","2019-06-15","16:00"
"686","BOT_2019-06-15_17:00",3,3,"Winds still quite strong with a few lulls",0,0,0,"BOT","2019-06-15","17:00"
"687","BOT_2019-06-15_18:00",4,3,"A few good gusts but wind dying down",0,0,0,"BOT","2019-06-15","18:00"
"688","BOT_2019-06-15_19:00",3,1,"1 truck repairing trailer not fishing",0,0,0,"BOT","2019-06-15","19:00"
"689","BOT_2019-06-15_20:00",3,2,"1 truck in launch. 1 truck interviewing. Wind picking up again: chilly",0,0,0,"BOT","2019-06-15","20:00"
"690","BOT_2019-06-15_21:00",1,0,NA,0,0,0,"BOT","2019-06-15","21:00"
"691","BOT_2019-06-15_21:30",0,0,"Departure count",0,0,0,"BOT","2019-06-15","21:30"
"692","BOT_2019-06-24_05:29",2,2,"Arrival - cloudy with mist",0,0,0,"BOT","2019-06-24","05:29"
"693","BOT_2019-06-24_06:00",2,2,NA,0,0,0,"BOT","2019-06-24","06:00"
"694","BOT_2019-06-24_07:00",2,2,NA,0,0,0,"BOT","2019-06-24","07:00"
"695","BOT_2019-06-24_08:00",2,2,NA,0,0,0,"BOT","2019-06-24","08:00"
"696","BOT_2019-06-24_09:00",2,2,NA,0,0,0,"BOT","2019-06-24","09:00"
"697","BOT_2019-06-24_10:00",2,2,NA,0,0,0,"BOT","2019-06-24","10:00"
"698","BOT_2019-06-24_11:00",0,0,NA,0,0,0,"BOT","2019-06-24","11:00"
"699","BOT_2019-06-24_12:00",1,1,NA,0,0,0,"BOT","2019-06-24","12:00"
"700","BOT_2019-06-24_13:00",1,1,NA,0,0,0,"BOT","2019-06-24","13:00"
"701","BOT_2019-06-24_13:30",1,1,"Depart",0,0,0,"BOT","2019-06-24","13:30"
"702","BOT_2019-07-21_05:41",0,0,"arrival",0,0,0,"BOT","2019-07-21","05:41"
"703","BOT_2019-07-21_06:00",0,0,NA,0,0,0,"BOT","2019-07-21","06:00"
"704","BOT_2019-07-21_07:00",1,1,NA,0,0,0,"BOT","2019-07-21","07:00"
"705","BOT_2019-07-21_08:00",1,1,NA,0,0,0,"BOT","2019-07-21","08:00"
"706","BOT_2019-07-21_09:00",2,2,NA,0,0,0,"BOT","2019-07-21","09:00"
"707","BOT_2019-07-21_10:00",2,2,NA,0,0,0,"BOT","2019-07-21","10:00"
"708","BOT_2019-07-21_11:00",2,2,NA,0,0,0,"BOT","2019-07-21","11:00"
"709","BOT_2019-07-21_12:00",2,2,NA,0,0,0,"BOT","2019-07-21","12:00"
"710","BOT_2019-07-21_13:00",0,0,NA,0,0,0,"BOT","2019-07-21","13:00"
"711","BOT_2019-07-21_13:30",1,0,"depart; new car plates no state",0,0,0,"BOT","2019-07-21","13:30"
"712","BY_2019-06-22_05:30",0,0,"Arrival",0,0,0,"BY","2019-06-22","05:30"
"713","BY_2019-06-22_06:00",0,0,NA,0,0,0,"BY","2019-06-22","06:00"
"714","BY_2019-06-22_07:00",0,0,NA,0,0,0,"BY","2019-06-22","07:00"
"715","BY_2019-06-22_08:00",0,0,NA,0,0,0,"BY","2019-06-22","08:00"
"716","BY_2019-06-22_09:00",0,0,NA,0,0,0,"BY","2019-06-22","09:00"
"717","BY_2019-06-22_10:00",1,1,NA,0,0,0,"BY","2019-06-22","10:00"
"718","BY_2019-06-22_11:00",1,1,NA,0,0,0,"BY","2019-06-22","11:00"
"719","BY_2019-06-22_12:00",0,0,NA,0,0,0,"BY","2019-06-22","12:00"
"720","BY_2019-06-22_13:00",0,0,NA,0,0,0,"BY","2019-06-22","13:00"
"721","BY_2019-06-22_13:30",0,0,"Depart",0,0,0,"BY","2019-06-22","13:30"
"722","BY_2019-07-03_13:30",0,0,"Landscaping truck pulled in soon after",0,0,0,"BY","2019-07-03","13:30"
"723","BY_2019-07-03_14:00",2,2,"2 additional landscaping trucks",0,0,0,"BY","2019-07-03","14:00"
"724","BY_2019-07-03_15:00",1,1,"1 additional WI vehicle not fishing",0,0,0,"BY","2019-07-03","15:00"
"725","BY_2019-07-03_16:00",0,0,NA,0,0,0,"BY","2019-07-03","16:00"
"726","BY_2019-07-03_17:00",1,1,"2 additional vehicles here to swim dogs",0,0,0,"BY","2019-07-03","17:00"
"727","BY_2019-07-03_18:00",2,2,NA,0,0,0,"BY","2019-07-03","18:00"
"728","BY_2019-07-03_19:00",2,2,NA,0,0,0,"BY","2019-07-03","19:00"
"729","BY_2019-07-03_20:00",1,1,"1 additional vehicle just parked",0,0,0,"BY","2019-07-03","20:00"
"730","BY_2019-07-03_21:00",2,2,NA,0,0,0,"BY","2019-07-03","21:00"
"731","BY_2019-07-03_21:30",1,1,NA,0,0,0,"BY","2019-07-03","21:30"
"732","BY_2019-07-11_05:30",0,0,"arrival",0,0,0,"BY","2019-07-11","05:30"
"733","BY_2019-07-11_06:00",0,0,NA,0,0,0,"BY","2019-07-11","06:00"
"734","BY_2019-07-11_07:00",0,0,NA,0,0,0,"BY","2019-07-11","07:00"
"735","BY_2019-07-11_08:00",0,0,NA,0,0,0,"BY","2019-07-11","08:00"
"736","BY_2019-07-11_09:00",0,0,"angling team blown off lake",0,0,0,"BY","2019-07-11","09:00"
"737","BY_2019-07-11_10:00",1,1,"not quite white caps; but waves cresting and bit too windly for trolling motor",0,0,0,"BY","2019-07-11","10:00"
"738","BY_2019-07-11_11:00",1,1,"truck being interviewed lake quite choppy",0,0,0,"BY","2019-07-11","11:00"
"739","BY_2019-07-11_12:00",0,0,"wind strong enough to overpower trolling motor.",0,0,0,"BY","2019-07-11","12:00"
"740","BY_2019-07-11_13:00",0,0,NA,0,0,0,"BY","2019-07-11","13:00"
"741","BY_2019-07-11_13:30",0,0,NA,0,0,0,"BY","2019-07-11","13:30"
"742","BY_2019-08-13_13:10",0,0,"arrive",0,0,0,"BY","2019-08-13","13:10"
"743","BY_2019-08-13_14:00",1,1,NA,0,0,0,"BY","2019-08-13","14:00"
"744","BY_2019-08-13_15:00",1,1,NA,0,0,0,"BY","2019-08-13","15:00"
"745","BY_2019-08-13_16:00",0,0,NA,0,0,0,"BY","2019-08-13","16:00"
"746","BY_2019-08-13_17:00",0,0,NA,0,0,0,"BY","2019-08-13","17:00"
"747","BY_2019-08-13_18:00",0,0,NA,0,0,0,"BY","2019-08-13","18:00"
"748","BY_2019-08-13_19:00",0,0,"1 WI truck just launched a resident boat and left",0,0,0,"BY","2019-08-13","19:00"
"749","BY_2019-08-13_20:00",0,0,NA,0,0,0,"BY","2019-08-13","20:00"
"750","BY_2019-08-13_21:00",0,0,NA,0,0,0,"BY","2019-08-13","21:00"
"751","BY_2019-08-13_21:30",0,0,"depart",0,0,0,"BY","2019-08-13","21:30"
"752","DS_2019-06-13_05:35",0,0,"Arrival count",0,0,0,"DS","2019-06-13","05:35"
"753","DS_2019-06-13_06:00",0,0,NA,0,0,0,"DS","2019-06-13","06:00"
"754","DS_2019-06-13_07:00",0,0,NA,0,0,0,"DS","2019-06-13","07:00"
"755","DS_2019-06-13_08:00",0,0,NA,0,0,0,"DS","2019-06-13","08:00"
"756","DS_2019-06-13_09:00",0,0,NA,0,0,0,"DS","2019-06-13","09:00"
"757","DS_2019-06-13_10:00",0,0,NA,0,0,0,"DS","2019-06-13","10:00"
"758","DS_2019-06-13_11:00",2,2,NA,0,0,0,"DS","2019-06-13","11:00"
"759","DS_2019-06-13_12:00",2,2,"windy",0,0,0,"DS","2019-06-13","12:00"
"760","DS_2019-06-13_13:00",2,2,NA,0,0,0,"DS","2019-06-13","13:00"
"761","DS_2019-06-13_13:30",2,2,"Departure count",0,0,0,"DS","2019-06-13","13:30"
"762","DS_2019-06-16_13:33",2,2,"Arrival count",0,0,0,"DS","2019-06-16","13:33"
"763","DS_2019-06-16_14:30",3,3,NA,0,0,0,"DS","2019-06-16","14:30"
"764","DS_2019-06-16_16:10",2,2,NA,0,0,0,"DS","2019-06-16","16:10"
"765","DS_2019-06-16_17:00",1,1,NA,0,0,0,"DS","2019-06-16","17:00"
"766","DS_2019-06-16_18:00",0,0,NA,0,0,0,"DS","2019-06-16","18:00"
"767","DS_2019-06-16_19:00",2,2,NA,0,0,0,"DS","2019-06-16","19:00"
"768","DS_2019-06-16_20:00",2,2,NA,0,0,0,"DS","2019-06-16","20:00"
"769","DS_2019-06-16_21:00",0,0,NA,0,0,0,"DS","2019-06-16","21:00"
"770","DS_2019-06-16_21:30",0,0,NA,0,0,0,"DS","2019-06-16","21:30"
"771","DS_2019-06-27_13:35",1,1,"arrival. Hot and muggy",0,0,0,"DS","2019-06-27","13:35"
"772","DS_2019-06-27_14:00",1,1,"thunder starting!",0,0,0,"DS","2019-06-27","14:00"
"773","DS_2019-06-27_15:00",1,1,"Heavy overcast. Spitting a little rain.",0,0,0,"DS","2019-06-27","15:00"
"774","DS_2019-06-27_16:00",0,0,"moderate rain; overcast;no thunder",0,0,0,"DS","2019-06-27","16:00"
"775","DS_2019-06-27_17:00",0,0,NA,0,0,0,"DS","2019-06-27","17:00"
"776","DS_2019-06-27_18:00",0,0,NA,0,0,0,"DS","2019-06-27","18:00"
"777","DS_2019-06-27_19:00",1,1,NA,0,0,0,"DS","2019-06-27","19:00"
"778","DS_2019-06-27_20:00",1,1,NA,0,0,0,"DS","2019-06-27","20:00"
"779","DS_2019-06-27_21:00",0,0,NA,0,0,0,"DS","2019-06-27","21:00"
"780","DS_2019-06-27_21:44",0,0,"Depart",0,0,0,"DS","2019-06-27","21:44"
"781","DS_2019-07-20_05:29",0,0,"Arrival",0,0,0,"DS","2019-07-20","05:29"
"782","DS_2019-07-20_06:00",0,0,NA,0,0,0,"DS","2019-07-20","06:00"
"783","DS_2019-07-20_07:00",0,0,NA,0,0,0,"DS","2019-07-20","07:00"
"784","DS_2019-07-20_08:00",0,0,NA,0,0,0,"DS","2019-07-20","08:00"
"785","DS_2019-07-20_09:00",0,0,NA,0,0,0,"DS","2019-07-20","09:00"
"786","DS_2019-07-20_10:00",1,0,"rain and clouds coming in",0,0,0,"DS","2019-07-20","10:00"
"787","DS_2019-07-20_11:00",1,0,NA,0,0,0,"DS","2019-07-20","11:00"
"788","DS_2019-07-20_12:00",0,0,"raining",0,0,0,"DS","2019-07-20","12:00"
"789","DS_2019-07-20_13:00",0,0,NA,0,0,0,"DS","2019-07-20","13:00"
"790","DS_2019-07-20_13:30",0,0,"depart",0,0,0,"DS","2019-07-20","13:30"
"791","DY_2019-06-01_14:00",2,2,"no arrival or departure counts",0,0,0,"DY","2019-06-01","14:00"
"792","DY_2019-06-01_15:00",2,2,NA,0,0,0,"DY","2019-06-01","15:00"
"793","DY_2019-06-01_16:00",1,1,NA,0,0,0,"DY","2019-06-01","16:00"
"794","DY_2019-06-01_17:00",1,1,NA,0,0,0,"DY","2019-06-01","17:00"
"795","DY_2019-06-01_18:00",1,1,NA,0,0,0,"DY","2019-06-01","18:00"
"796","DY_2019-06-01_19:00",2,2,NA,0,0,0,"DY","2019-06-01","19:00"
"797","DY_2019-06-01_20:00",2,2,NA,0,0,0,"DY","2019-06-01","20:00"
"798","DY_2019-06-01_21:00",1,1,NA,0,0,0,"DY","2019-06-01","21:00"
"799","DY_2019-06-04_13:30",0,0,"arrival count",0,0,0,"DY","2019-06-04","13:30"
"800","DY_2019-06-04_14:00",0,0,NA,0,0,0,"DY","2019-06-04","14:00"
"801","DY_2019-06-04_15:00",0,0,NA,0,0,0,"DY","2019-06-04","15:00"
"802","DY_2019-06-04_16:00",0,0,NA,0,0,0,"DY","2019-06-04","16:00"
"803","DY_2019-06-04_17:00",0,0,"1 vehicle(sheet 2)",0,0,0,"DY","2019-06-04","17:00"
"804","DY_2019-06-04_18:00",1,1,"vehicle owned by campers on lake (1 week)",0,0,0,"DY","2019-06-04","18:00"
"805","DY_2019-06-04_19:00",1,1,"vehicle owned by campers on lake (1 week)",0,0,0,"DY","2019-06-04","19:00"
"806","DY_2019-06-04_20:00",1,1,"vehicle owned by campers on lake (1 week)",0,0,0,"DY","2019-06-04","20:00"
"807","DY_2019-06-04_21:00",1,1,"storm approaching",0,0,0,"DY","2019-06-04","21:00"
"808","DY_2019-06-04_21:21",1,1,"leaving early / evac. Ahead of storm",0,0,0,"DY","2019-06-04","21:21"
"809","DY_2019-06-10_05:30",0,0,"arrival count",0,0,0,"DY","2019-06-10","05:30"
"810","DY_2019-06-10_06:00",0,0,NA,0,0,0,"DY","2019-06-10","06:00"
"811","DY_2019-06-10_07:00",0,0,"it's very cold send help",0,0,0,"DY","2019-06-10","07:00"
"812","DY_2019-06-10_08:00",0,0,NA,0,0,0,"DY","2019-06-10","08:00"
"813","DY_2019-06-10_09:00",0,0,NA,0,0,0,"DY","2019-06-10","09:00"
"814","DY_2019-06-10_10:00",0,0,NA,0,0,0,"DY","2019-06-10","10:00"
