"","sampleID","date","lakeID","site","time","siteID","projectID","notes","totalNonTrailers","totalInStateNonTrailers","totalBoats","boatsFishing","shoreAnglers","heavyWind","heavyRain","heavyClouds","enteredBy","collectedBy","totalTrailers","totalInStateTrailers"
"250","LC_boatLaunch_20200731_06:52_covidCreel.Instantaneous",20200731,"LC","boatLaunch","06:52:00","LC_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","LZ",0,0
"251","LC_boatLaunch_20200813_10:25_covidCreel.Instantaneous",20200813,"LC","boatLaunch","10:25:00","LC_boatLaunch","covidCreel.Instantaneous",NA,0,0,2,2,0,0,0,0,"AT","BS",2,2
"252","LE_boatLaunch_20200621_08:05_covidCreel.Instantaneous",20200621,"LE","boatLaunch","08:05:00","LE_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","ML",0,0
"253","LE_boatLaunch_20200625_13:47_covidCreel.Instantaneous",20200625,"LE","boatLaunch","13:47:00","LE_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","LZ",0,0
"254","LE_boatLaunch_20200626_12:31_covidCreel.Instantaneous",20200626,"LE","boatLaunch","12:31:00","LE_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","LZ",0,0
"255","LE_boatLaunch_20200702_08:00_covidCreel.Instantaneous",20200702,"LE","boatLaunch","08:00:00","LE_boatLaunch","covidCreel.Instantaneous",NA,2,2,2,2,0,0,0,0,"AT","LZ",0,0
"256","LE_boatLaunch_20200704_08:27_covidCreel.Instantaneous",20200704,"LE","boatLaunch","08:27:00","LE_boatLaunch","covidCreel.Instantaneous","holiday",2,2,2,1,0,0,0,0,"AT","LZ",1,1
"257","LE_boatLaunch_20200716_12:06_covidCreel.Instantaneous",20200716,"LE","boatLaunch","12:06:00","LE_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","LZ and BZ",0,0
"258","LE_boatLaunch_20200717_12:07_covidCreel.Instantaneous",20200717,"LE","boatLaunch","12:07:00","LE_boatLaunch","covidCreel.Instantaneous",NA,0,0,1,1,0,0,0,0,"AT","BS",1,1
"259","LE_boatLaunch_20200729_14:28_covidCreel.Instantaneous",20200729,"LE","boatLaunch","14:28:00","LE_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","ML",0,0
"260","LE_boatLaunch_20200730_10:51_covidCreel.Instantaneous",20200730,"LE","boatLaunch","10:51:00","LE_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","ML",0,0
"261","LE_boatLaunch_20200813_08:25_covidCreel.Instantaneous",20200813,"LE","boatLaunch","08:25:00","LE_boatLaunch","covidCreel.Instantaneous","Raining",0,0,0,0,0,0,0,0,"AT","BS",0,0
"262","LH_boatLaunch_20200607_14:15_covidCreel.Instantaneous",20200607,"LH","boatLaunch","14:15:00","LH_boatLaunch","covidCreel.Instantaneous","the wisconsin license plate had a chicago sticker",1,1,0,0,2,0,0,0,"AT","BZ, LZ",0,0
"263","LH_boatLaunch_20200611_11:57_covidCreel.Instantaneous",20200611,"LH","boatLaunch","11:57:00","LH_boatLaunch","covidCreel.Instantaneous","partly sunny; kayak on the dock at boat launch; no fishing gear; no one in sight",0,0,0,0,0,0,0,0,"AT","BZ, LZ",0,0
"264","LH_boatLaunch_20200623_13:01_covidCreel.Instantaneous",20200623,"LH","boatLaunch","13:01:00","LH_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","KR",0,0
"265","LH_boatLaunch_20200624_10:22_covidCreel.Instantaneous",20200624,"LH","boatLaunch","10:22:00","LH_boatLaunch","covidCreel.Instantaneous",NA,1,0,0,0,0,0,0,0,"AT","LZ",0,0
"266","LH_boatLaunch_20200626_07:30_covidCreel.Instantaneous",20200626,"LH","boatLaunch","07:30:00","LH_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","LZ",0,0
"267","LH_boatLaunch_20200630_14:40_covidCreel.Instantaneous",20200630,"LH","boatLaunch","14:40:00","LH_boatLaunch","covidCreel.Instantaneous","party cloudy, breezy",0,0,0,0,0,0,0,0,"AT","KR",1,1
"268","LH_boatLaunch_20200701_10:11_covidCreel.Instantaneous",20200701,"LH","boatLaunch","10:11:00","LH_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","ML",0,0
"269","LH_boatLaunch_20200702_13:59_covidCreel.Instantaneous",20200702,"LH","boatLaunch","13:59:00","LH_boatLaunch","covidCreel.Instantaneous","rain",0,0,1,1,0,0,0,0,"AT","LZ",0,0
"270","LH_boatLaunch_20200703_16:20_covidCreel.Instantaneous",20200703,"LH","boatLaunch","16:20:00","LH_boatLaunch","covidCreel.Instantaneous",NA,1,1,0,0,0,0,0,0,"AT","ML",0,0
"271","LH_boatLaunch_20200706_11:26_covidCreel.Instantaneous",20200706,"LH","boatLaunch","11:26:00","LH_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","LZ",0,0
"272","LH_boatLaunch_20200708_14:49_covidCreel.Instantaneous",20200708,"LH","boatLaunch","14:49:00","LH_boatLaunch","covidCreel.Instantaneous",NA,1,0,0,0,0,0,0,0,"AT","LZ",0,0
"273","LH_boatLaunch_20200720_08:57_covidCreel.Instantaneous",20200720,"LH","boatLaunch","08:57:00","LH_boatLaunch","covidCreel.Instantaneous","clear skies, chilly",0,0,0,0,0,0,0,0,"AT","KR",0,0
"274","LH_boatLaunch_20200722_11:02_covidCreel.Instantaneous",20200722,"LH","boatLaunch","11:02:00","LH_boatLaunch","covidCreel.Instantaneous","cloudy",0,0,0,0,0,0,0,0,"AT","LZ and BZ",0,0
"275","LH_boatLaunch_20200725_10:41_covidCreel.Instantaneous",20200725,"LH","boatLaunch","10:41:00","LH_boatLaunch","covidCreel.Instantaneous","party sunny",0,0,1,1,0,0,0,0,"AT","LZ and BZ",1,1
"276","LH_boatLaunch_20200727_12:48_covidCreel.Instantaneous",20200727,"LH","boatLaunch","12:48:00","LH_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","KR",0,0
"277","LH_boatLaunch_20200728_15:38_covidCreel.Instantaneous",20200728,"LH","boatLaunch","15:38:00","LH_boatLaunch","covidCreel.Instantaneous",NA,1,1,2,0,0,0,0,0,"AT","ML",0,0
"278","LH_boatLaunch_20200731_10:14_covidCreel.Instantaneous",20200731,"LH","boatLaunch","10:14:00","LH_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","LZ",0,0
"279","LH_boatLaunch_20200803_10:01_covidCreel.Instantaneous",20200803,"LH","boatLaunch","10:01:00","LH_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","KR",0,0
"280","LH_boatLaunch_20200810_11:49_covidCreel.Instantaneous",20200810,"LH","boatLaunch","11:49:00","LH_boatLaunch","covidCreel.Instantaneous","Raining",0,0,0,0,0,0,0,0,"AT","BS",0,0
"281","LH_boatLaunch_20200811_09:02_covidCreel.Instantaneous",20200811,"LH","boatLaunch","09:02:00","LH_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","KR",0,0
"282","LL_boatLaunch_20200621_12:18_covidCreel.Instantaneous",20200621,"LL","boatLaunch","12:18:00","LL_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","ML",0,0
"283","LL_boatLaunch_20200622_16:20_covidCreel.Instantaneous",20200622,"LL","boatLaunch","16:20:00","LL_boatLaunch","covidCreel.Instantaneous","culvert behind stop sign",0,0,0,0,0,0,0,0,"AT","BS",0,0
"284","LL_boatLaunch_20200623_10:42_covidCreel.Instantaneous",20200623,"LL","boatLaunch","10:42:00","LL_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","KR",0,0
"285","LL_boatLaunch_20200625_16:54_covidCreel.Instantaneous",20200625,"LL","boatLaunch","16:54:00","LL_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","LZ",0,0
"286","LL_boatLaunch_20200629_16:15_covidCreel.Instantaneous",20200629,"LL","boatLaunch","16:15:00","LL_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","BS",0,0
"287","LL_boatLaunch_20200630_09:34_covidCreel.Instantaneous",20200630,"LL","boatLaunch","09:34:00","LL_boatLaunch","covidCreel.Instantaneous","clear, sunny",0,0,0,0,0,0,0,0,"AT","KR",0,0
"288","LL_boatLaunch_20200702_10:53_covidCreel.Instantaneous",20200702,"LL","boatLaunch","10:53:00","LL_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","LZ",0,0
"289","LL_boatLaunch_20200703_13:15_covidCreel.Instantaneous",20200703,"LL","boatLaunch","13:15:00","LL_boatLaunch","covidCreel.Instantaneous","holiday",0,0,0,0,0,0,0,0,"AT","ML",0,0
"290","LL_boatLaunch_20200704_11:36_covidCreel.Instantaneous",20200704,"LL","boatLaunch","11:36:00","LL_boatLaunch","covidCreel.Instantaneous","holiday",0,0,0,0,0,0,0,0,"AT","LZ",0,0
"291","LL_boatLaunch_20200706_08:44_covidCreel.Instantaneous",20200706,"LL","boatLaunch","08:44:00","LL_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","LZ",0,0
"292","LL_boatLaunch_20200706_15:39_covidCreel.Instantaneous",20200706,"LL","boatLaunch","15:39:00","LL_boatLaunch","covidCreel.Instantaneous",NA,0,0,3,0,0,0,0,0,"AT","BS",0,0
"293","LL_boatLaunch_20200708_12:18_covidCreel.Instantaneous",20200708,"LL","boatLaunch","12:18:00","LL_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","LZ",0,0
"294","LL_boatLaunch_20200712_09:42_covidCreel.Instantaneous",20200712,"LL","boatLaunch","09:42:00","LL_boatLaunch","covidCreel.Instantaneous","sunny",0,0,0,0,0,0,0,0,"AT","LZ and BZ",0,0
"295","LL_boatLaunch_20200713_09:23_covidCreel.Instantaneous",20200713,"LL","boatLaunch","09:23:00","LL_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","KR",0,0
"296","LL_boatLaunch_20200727_09:40_covidCreel.Instantaneous",20200727,"LL","boatLaunch","09:40:00","LL_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","KR",0,0
"297","LL_boatLaunch_20200728_13:01_covidCreel.Instantaneous",20200728,"LL","boatLaunch","13:01:00","LL_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","ML",0,0
"298","LL_boatLaunch_20200729_16:55_covidCreel.Instantaneous",20200729,"LL","boatLaunch","16:55:00","LL_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","ML",0,0
"299","LL_boatLaunch_20200731_07:34_covidCreel.Instantaneous",20200731,"LL","boatLaunch","07:34:00","LL_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","LZ",0,0
"300","LL_boatLaunch_20200813_11:03_covidCreel.Instantaneous",20200813,"LL","boatLaunch","11:03:00","LL_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","BS",0,0
"301","LR_boatLaunch_20200613_11:01_covidCreel.Instantaneous",20200613,"LR","boatLaunch","11:01:00","LR_boatLaunch","covidCreel.Instantaneous","sunny",0,0,3,2,0,0,0,0,"AT","BZ, LZ",0,0
"302","LR_boatLaunch_20200619_14:22_covidCreel.Instantaneous",20200619,"LR","boatLaunch","14:22:00","LR_boatLaunch","covidCreel.Instantaneous","raining off and on, and 66 degrees",1,1,0,0,0,0,0,0,"AT","ML",1,1
"303","LR_boatLaunch_20200625_13:01_covidCreel.Instantaneous",20200625,"LR","boatLaunch","13:01:00","LR_boatLaunch","covidCreel.Instantaneous",NA,0,0,2,0,0,0,0,0,"AT","LZ",0,0
"304","LR_boatLaunch_20200626_11:49_covidCreel.Instantaneous",20200626,"LR","boatLaunch","11:49:00","LR_boatLaunch","covidCreel.Instantaneous",NA,0,0,1,1,0,0,0,0,"AT","LZ",2,2
"305","LR_boatLaunch_20200704_07:47_covidCreel.Instantaneous",20200704,"LR","boatLaunch","07:47:00","LR_boatLaunch","covidCreel.Instantaneous","holiday",0,0,1,0,0,0,0,0,"AT","LZ",1,1
"306","LR_boatLaunch_20200716_10:41_covidCreel.Instantaneous",20200716,"LR","boatLaunch","10:41:00","LR_boatLaunch","covidCreel.Instantaneous",NA,1,1,2,1,0,0,0,0,"AT","LZ and BZ",1,1
"307","LR_boatLaunch_20200717_11:15_covidCreel.Instantaneous",20200717,"LR","boatLaunch","11:15:00","LR_boatLaunch","covidCreel.Instantaneous",NA,0,0,1,0,0,0,0,0,"AT","BS",2,2
"308","LR_boatLaunch_20200729_13:42_covidCreel.Instantaneous",20200729,"LR","boatLaunch","13:42:00","LR_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","ML",0,0
"309","LR_boatLaunch_20200730_09:45_covidCreel.Instantaneous",20200730,"LR","boatLaunch","09:45:00","LR_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","ML",0,0
"310","LT_boatLaunch_20200607_16:15_covidCreel.Instantaneous",20200607,"LT","boatLaunch","16:15:00","LT_boatLaunch","covidCreel.Instantaneous","sunny",0,0,2,2,0,0,0,0,"AT","BZ, LZ",3,3
"311","LT_boatLaunch_20200609_11:13_covidCreel.Instantaneous",20200609,"LT","boatLaunch","11:13:00","LT_boatLaunch","covidCreel.Instantaneous","partly sunny",1,1,6,2,0,0,0,0,"AT","BZ, LZ",3,3
"312","LT_boatLaunch_20200613_08:35_covidCreel.Instantaneous",20200613,"LT","boatLaunch","08:35:00","LT_boatLaunch","covidCreel.Instantaneous","sunny",0,0,1,1,0,0,0,0,"AT","BZ, LZ",1,1
"313","LT_boatLaunch_20200619_09:45_covidCreel.Instantaneous",20200619,"LT","boatLaunch","09:45:00","LT_boatLaunch","covidCreel.Instantaneous","raining off and on, and 66 degrees",1,1,1,1,0,0,0,0,"AT","ML",1,1
"314","LT_boatLaunch_20200624_13:08_covidCreel.Instantaneous",20200624,"LT","boatLaunch","13:08:00","LT_boatLaunch","covidCreel.Instantaneous",NA,0,0,5,2,0,0,0,0,"AT","LZ",3,1
"315","LT_boatLaunch_20200626_09:12_covidCreel.Instantaneous",20200626,"LT","boatLaunch","09:12:00","LT_boatLaunch","covidCreel.Instantaneous",NA,0,0,2,2,0,0,0,0,"AT","LZ",3,3
"316","LT_boatLaunch_20200701_12:22_covidCreel.Instantaneous",20200701,"LT","boatLaunch","12:22:00","LT_boatLaunch","covidCreel.Instantaneous",NA,0,0,4,1,0,0,0,0,"AT","ML",0,0
"317","LT_boatLaunch_20200703_18:06_covidCreel.Instantaneous",20200703,"LT","boatLaunch","18:06:00","LT_boatLaunch","covidCreel.Instantaneous",NA,0,0,3,2,0,0,0,0,"AT","ML",3,3
"318","LT_boatLaunch_20200706_13:21_covidCreel.Instantaneous",20200706,"LT","boatLaunch","13:21:00","LT_boatLaunch","covidCreel.Instantaneous",NA,0,0,5,3,0,0,0,0,"AT","LZ",1,1
"319","LT_boatLaunch_20200708_16:43_covidCreel.Instantaneous",20200708,"LT","boatLaunch","16:43:00","LT_boatLaunch","covidCreel.Instantaneous",NA,1,0,4,2,0,0,0,0,"AT","LZ",1,1
"320","LT_boatLaunch_20200720_11:58_covidCreel.Instantaneous",20200720,"LT","boatLaunch","11:58:00","LT_boatLaunch","covidCreel.Instantaneous",NA,1,1,1,0,0,0,0,0,"AT","KR",1,1
"321","LT_boatLaunch_20200722_12:59_covidCreel.Instantaneous",20200722,"LT","boatLaunch","12:59:00","LT_boatLaunch","covidCreel.Instantaneous","cloudy",0,0,5,2,0,0,0,0,"AT","LZ and BZ",0,0
"322","LT_boatLaunch_20200725_12:46_covidCreel.Instantaneous",20200725,"LT","boatLaunch","12:46:00","LT_boatLaunch","covidCreel.Instantaneous","partly sunny",2,1,3,3,0,0,0,0,"AT","LZ and BZ",6,6
"323","LT_boatLaunch_20200728_17:18_covidCreel.Instantaneous",20200728,"LT","boatLaunch","17:18:00","LT_boatLaunch","covidCreel.Instantaneous",NA,0,0,1,0,0,0,0,0,"AT","ML",1,1
"324","LT_boatLaunch_20200730_07:18_covidCreel.Instantaneous",20200730,"LT","boatLaunch","07:18:00","LT_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","ML",0,0
"325","LT_boatLaunch_20200731_12:05_covidCreel.Instantaneous",20200731,"LT","boatLaunch","12:05:00","LT_boatLaunch","covidCreel.Instantaneous",NA,0,0,1,0,0,0,0,0,"AT","LZ",0,0
"326","LT_boatLaunch_20200803_12:14_covidCreel.Instantaneous",20200803,"LT","boatLaunch","12:14:00","LT_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","KR",1,1
"327","LT_boatLaunch_20200810_13:59_covidCreel.Instantaneous",20200810,"LT","boatLaunch","13:59:00","LT_boatLaunch","covidCreel.Instantaneous",NA,0,0,1,1,0,0,0,0,"AT","BS",1,1
"328","LT_boatLaunch_20200811_11:14_covidCreel.Instantaneous",20200811,"LT","boatLaunch","11:14:00","LT_boatLaunch","covidCreel.Instantaneous",NA,1,1,3,0,0,0,0,0,"AT","KR",0,0
"329","LV_boatLaunch_20200607_16:30_covidCreel.Instantaneous",20200607,"LV","boatLaunch","16:30:00","LV_boatLaunch","covidCreel.Instantaneous","sunny, could not see much of the lake",0,0,3,2,0,0,0,0,"AT","BZ, LZ",6,6
"330","LV_boatLaunch_20200609_11:33_covidCreel.Instantaneous",20200609,"LV","boatLaunch","11:33:00","LV_boatLaunch","covidCreel.Instantaneous","partly sunny; could not see much of lake",2,2,3,3,0,0,0,0,"AT","BZ, LZ",6,5
"331","LV_boatLaunch_20200613_08:54_covidCreel.Instantaneous",20200613,"LV","boatLaunch","08:54:00","LV_boatLaunch","covidCreel.Instantaneous","sunny",2,2,3,3,0,0,0,0,"AT","BZ, LZ",5,5
"332","LV_boatLaunch_20200619_10:18_covidCreel.Instantaneous",20200619,"LV","boatLaunch","10:18:00","LV_boatLaunch","covidCreel.Instantaneous","raining off and on, and 66 degrees",2,1,1,1,0,0,0,0,"AT","ML",9,7
"333","LV_boatLaunch_20200624_13:27_covidCreel.Instantaneous",20200624,"LV","boatLaunch","13:27:00","LV_boatLaunch","covidCreel.Instantaneous",NA,0,0,8,8,0,0,0,0,"AT","LZ",9,8
"334","LV_boatLaunch_20200626_09:30_covidCreel.Instantaneous",20200626,"LV","boatLaunch","09:30:00","LV_boatLaunch","covidCreel.Instantaneous",NA,2,2,4,3,0,0,0,0,"AT","LZ",9,8
"335","LV_boatLaunch_20200703_18:32_covidCreel.Instantaneous",20200703,"LV","boatLaunch","18:32:00","LV_boatLaunch","covidCreel.Instantaneous",NA,0,0,3,1,0,0,0,0,"AT","ML",2,2
"336","LV_boatLaunch_20200706_13:37_covidCreel.Instantaneous",20200706,"LV","boatLaunch","13:37:00","LV_boatLaunch","covidCreel.Instantaneous",NA,1,1,3,3,0,0,0,0,"AT","LZ",1,1
"337","LV_boatLaunch_20200708_16:58_covidCreel.Instantaneous",20200708,"LV","boatLaunch","16:58:00","LV_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","LZ",1,0
"338","LV_boatLaunch_20200717_08:45_covidCreel.Instantaneous",20200717,"LV","boatLaunch","08:45:00","LV_boatLaunch","covidCreel.Instantaneous",NA,0,0,3,3,0,0,0,0,"AT","BS",5,5
"339","LV_boatLaunch_20200720_12:25_covidCreel.Instantaneous",20200720,"LV","boatLaunch","12:25:00","LV_boatLaunch","covidCreel.Instantaneous",NA,0,0,3,3,0,0,0,0,"AT","KR",3,3
"340","LV_boatLaunch_20200722_13:33_covidCreel.Instantaneous",20200722,"LV","boatLaunch","13:33:00","LV_boatLaunch","covidCreel.Instantaneous","cloudy",1,1,5,3,3,0,0,0,"AT","LZ and BZ",6,6
"341","LV_boatLaunch_20200725_13:15_covidCreel.Instantaneous",20200725,"LV","boatLaunch","13:15:00","LV_boatLaunch","covidCreel.Instantaneous","partly sunny",0,0,7,1,0,0,0,0,"AT","LZ and BZ",2,2
"342","LV_boatLaunch_20200728_17:43_covidCreel.Instantaneous",20200728,"LV","boatLaunch","17:43:00","LV_boatLaunch","covidCreel.Instantaneous",NA,1,1,0,0,0,0,0,0,"AT","ML",1,0
"343","LV_boatLaunch_20200730_07:41_covidCreel.Instantaneous",20200730,"LV","boatLaunch","07:41:00","LV_boatLaunch","covidCreel.Instantaneous",NA,1,1,1,1,0,0,0,0,"AT","ML",0,0
"344","LV_boatLaunch_20200731_12:19_covidCreel.Instantaneous",20200731,"LV","boatLaunch","12:19:00","LV_boatLaunch","covidCreel.Instantaneous",NA,1,1,0,0,0,0,0,0,"AT","LZ",2,2
"345","LV_boatLaunch_20200803_12:39_covidCreel.Instantaneous",20200803,"LV","boatLaunch","12:39:00","LV_boatLaunch","covidCreel.Instantaneous",NA,2,1,1,1,0,0,0,0,"AT","KR",7,5
"346","LV_boatLaunch_20200810_14:20_covidCreel.Instantaneous",20200810,"LV","boatLaunch","14:20:00","LV_boatLaunch","covidCreel.Instantaneous",NA,0,0,1,1,0,0,0,0,"AT","BS",1,0
"347","LV_boatLaunch_20200811_11:37_covidCreel.Instantaneous",20200811,"LV","boatLaunch","11:37:00","LV_boatLaunch","covidCreel.Instantaneous",NA,1,0,2,2,0,0,0,0,"AT","KR",4,4
"348","MS_boatLaunch_20200607_15:25_covidCreel.Instantaneous",20200607,"MS","boatLaunch","15:25:00","MS_boatLaunch","covidCreel.Instantaneous","overcast",0,0,2,2,0,0,0,0,"AT","BZ, LZ",3,3
"349","MS_boatLaunch_20200609_10:39_covidCreel.Instantaneous",20200609,"MS","boatLaunch","10:39:00","MS_boatLaunch","covidCreel.Instantaneous","partly sunny",0,0,3,3,0,0,0,0,"AT","BZ, LZ",4,3
"350","MS_boatLaunch_20200619_07:52_covidCreel.Instantaneous",20200619,"MS","boatLaunch","07:52:00","MS_boatLaunch","covidCreel.Instantaneous","raining off and on, and 66 degrees",0,0,0,0,0,0,0,0,"AT","ML",0,0
"351","MS_boatLaunch_20200624_12:26_covidCreel.Instantaneous",20200624,"MS","boatLaunch","12:26:00","MS_boatLaunch","covidCreel.Instantaneous",NA,0,0,1,1,0,0,0,0,"AT","LZ",2,2
"352","MS_boatLaunch_20200626_08:37_covidCreel.Instantaneous",20200626,"MS","boatLaunch","08:37:00","MS_boatLaunch","covidCreel.Instantaneous",NA,0,0,2,2,0,0,0,0,"AT","LZ",2,2
"353","MS_boatLaunch_20200701_11:57_covidCreel.Instantaneous",20200701,"MS","boatLaunch","11:57:00","MS_boatLaunch","covidCreel.Instantaneous",NA,0,0,1,0,0,0,0,0,"AT","ML",2,2
"354","MS_boatLaunch_20200703_17:45_covidCreel.Instantaneous",20200703,"MS","boatLaunch","17:45:00","MS_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","ML",0,0
"355","MS_boatLaunch_20200706_12:41_covidCreel.Instantaneous",20200706,"MS","boatLaunch","12:41:00","MS_boatLaunch","covidCreel.Instantaneous",NA,0,0,1,1,0,0,0,0,"AT","LZ",1,0
"356","MS_boatLaunch_20200708_16:06_covidCreel.Instantaneous",20200708,"MS","boatLaunch","16:06:00","MS_boatLaunch","covidCreel.Instantaneous",NA,0,0,3,1,0,0,0,0,"AT","LZ",0,0
"357","MS_boatLaunch_20200720_11:06_covidCreel.Instantaneous",20200720,"MS","boatLaunch","11:06:00","MS_boatLaunch","covidCreel.Instantaneous","cloudy, breezy",0,0,1,1,0,0,0,0,"AT","KR",0,0
"358","MS_boatLaunch_20200722_12:19_covidCreel.Instantaneous",20200722,"MS","boatLaunch","12:19:00","MS_boatLaunch","covidCreel.Instantaneous","cloudy",3,0,1,1,7,0,0,0,"AT","LZ and BZ",1,1
"359","MS_boatLaunch_20200725_12:04_covidCreel.Instantaneous",20200725,"MS","boatLaunch","12:04:00","MS_boatLaunch","covidCreel.Instantaneous","sunny",0,0,1,1,0,0,0,0,"AT","LZ and BZ",1,1
"360","MS_boatLaunch_20200727_14:19_covidCreel.Instantaneous",20200727,"MS","boatLaunch","14:19:00","MS_boatLaunch","covidCreel.Instantaneous","windy; storm clouds",0,0,1,1,0,1,0,1,"AT","KR",1,1
"361","MS_boatLaunch_20200728_16:57_covidCreel.Instantaneous",20200728,"MS","boatLaunch","16:57:00","MS_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","ML",0,0
"362","MS_boatLaunch_20200730_06:55_covidCreel.Instantaneous",20200730,"MS","boatLaunch","06:55:00","MS_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","ML",0,0
"363","MS_boatLaunch_20200731_11:31_covidCreel.Instantaneous",20200731,"MS","boatLaunch","11:31:00","MS_boatLaunch","covidCreel.Instantaneous",NA,1,0,3,3,0,0,0,0,"AT","LZ",0,0
"364","MS_boatLaunch_20200803_11:27_covidCreel.Instantaneous",20200803,"MS","boatLaunch","11:27:00","MS_boatLaunch","covidCreel.Instantaneous",NA,0,0,1,1,0,0,0,0,"AT","KR",3,2
"365","MS_boatLaunch_20200810_13:15_covidCreel.Instantaneous",20200810,"MS","boatLaunch","13:15:00","MS_boatLaunch","covidCreel.Instantaneous",NA,0,0,2,2,0,0,0,0,"AT","BS",2,2
"366","MS_boatLaunch_20200811_10:33_covidCreel.Instantaneous",20200811,"MS","boatLaunch","10:33:00","MS_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","KR",2,2
"367","NH_boatLaunch_20200621_10:35_covidCreel.Instantaneous",20200621,"NH","boatLaunch","10:35:00","NH_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","ML",0,0
"368","NH_boatLaunch_20200622_14:44_covidCreel.Instantaneous",20200622,"NH","boatLaunch","14:44:00","NH_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","BS",0,0
"369","NH_boatLaunch_20200623_09:08_covidCreel.Instantaneous",20200623,"NH","boatLaunch","09:08:00","NH_boatLaunch","covidCreel.Instantaneous","kayak",1,1,1,1,0,0,0,0,"AT","KR",0,0
"370","NH_boatLaunch_20200625_15:41_covidCreel.Instantaneous",20200625,"NH","boatLaunch","15:41:00","NH_boatLaunch","covidCreel.Instantaneous",NA,3,3,2,0,0,0,0,0,"AT","LZ",0,0
"371","NH_boatLaunch_20200629_14:49_covidCreel.Instantaneous",20200629,"NH","boatLaunch","14:49:00","NH_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","BS",0,0
"372","NH_boatLaunch_20200702_09:40_covidCreel.Instantaneous",20200702,"NH","boatLaunch","09:40:00","NH_boatLaunch","covidCreel.Instantaneous",NA,3,3,0,0,0,0,0,0,"AT","LZ",0,0
"373","NH_boatLaunch_20200704_10:24_covidCreel.Instantaneous",20200704,"NH","boatLaunch","10:24:00","NH_boatLaunch","covidCreel.Instantaneous","holiday",4,4,0,0,0,0,0,0,"AT","LZ",0,0
"374","NH_boatLaunch_20200706_14:38_covidCreel.Instantaneous",20200706,"NH","boatLaunch","14:38:00","NH_boatLaunch","covidCreel.Instantaneous",NA,1,1,1,0,0,0,0,0,"AT","BS",1,0
